name,type,about,employees,employees_latest,growth_stage,traffic_summary,launch_year,has_promising_founder,has_strong_founder,has_super_founder,total_funding,last_funding,company_status,last_updated_utc,created_utc,employee_3_months_growth_unique,job_openings,kpi_summary->last_update_date_utc,team->total,traffic->visitors,3d technology,artificial intelligence,augmented reality,autonomous & sensor tech,big data,blockchain,computer vision,connected device,deep learning,deep tech,hardware,iot internetofthings,machine learning,mobile app,nanotech,natural language processing,quantum technologies,recognition technology,virtual reality,Status
YPTOKEY,company,"You are a Physical Access Control Provider, a Visitor Management System or a Time Recording Provider? Maybe you are a Facility Service Provider or a Security Integrator?

In any cases, YPTOKEY is the easiest way for you to provide Mobile Access and/or a Cloud-based access control solution to your clients!

We serve as Mobile Credential Provider with more than three years experience in the access control market. Our technology is completely anonymous, based on decentralized identities and all validations and access permissions are immutably distributed with the help of Blockchain technologies.

One of our key values is hardware independency. Here, we are partnering with professional hardware manufacturers.

Are you interested in integrating YPTOKEY? We are looking forward to hearing from you!

Contact us for more information via ""contact@yptokey.com"".",2-10,3.0,seed,0.4K,2018.0,False,False,False,0.0,,operational,2022-08-26 00:40:51,2019-04-17 11:44:36,915985.0,0,2021-11-26 16:13:01,2,340,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,Rejected
HUNIC GmbH,company,"Wir tragen Sorge, dass Arbeitnehmer auch im Alter mit einem gesunden Rücken arbeiten und ihre Freizeit genießen können. Als Entwickler und Hersteller von Exoskeletten tragen wir dazu bei, dass unsere Kunden einzigartig bleiben. Wir nennen es HUNIC.",2-10,8.0,seed,,2017.0,False,False,False,0.96,0.96,operational,2022-08-15 06:05:47,2022-01-10 09:58:27,574877.0,0,2022-05-07 09:57:50,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Rejected
Reachtag,company,"Loosing something sucks! 
Therefore we looked for ways to help you to get your things back. And that without complicated processes, repetitive annoying charging or while compromising security.
We make it as simple as possible for the founder to contact you and for you to get back the things you love most.",1,1.0,seed,0.4K,2019.0,False,False,False,0.0,,operational,2022-08-25 11:37:38,2019-10-08 16:55:35,,0,2022-05-24 09:22:10,1,304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rejected
youtiful,company,"wir sind anders als andere Beauty Marken. 

denn wir verkaufen nicht, was WIR für richtig halten – wir bieten nur an, was du und unsere Community für gut befinden.

mit deiner Stimme und deinem Einsatz bauen wir gemeinsam ein beauty universum auf.

mit Produkten, die von euch intensiv getestet und wirklich geliebt werden. Und je mehr du dich involvierst, desto mehr partizipierst du auch an unserem gemeinsamen Erfolg. 

you are beautiful. you are youtiful.",2-10,9.0,seed,0.3K,2019.0,False,False,True,0.0,,operational,2022-08-20 07:16:36,2021-03-31 14:45:46,906356.0,0,2021-03-31 15:18:33,1,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rejected
Syntho,company,"Syntho is a data technology organization with a strong expertise in privacy enhancing technologies (PET), headquartered in Amsterdam, Netherlands. It was founded in 2020 with the goal of solving the privacy dilemma and enable the open data economy, where data can be used and shared freely and privacy guaranteed. Syntho offers privacy-preserving synthetic data to unlock your data and take away legitimate privacy concerns.

We develop AI-based software that can be trained on any form of data. After training, our Syntho Engine is able to generate new, ‘synthetic’ data. This is the essence of what we do - we generate a completely new, artificial dataset that reproduces the statistical characteristics of the original dataset, while warranting that no records from the original dataset are present. In other words, the synthetic dataset has no privacy risk, while maximizing data utility. This allows you to easily use and share all of your data without privacy concerns and boost innovation.",2-10,10.0,seed,6K,2020.0,False,False,False,1.0,1,operational,2022-08-25 17:09:24,2019-11-06 08:48:42,128447.0,0,2022-01-19 18:19:34,6,5659,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Prospect
Wonder,company,"Videoconferencing tools don't work in large groups.

No excitement, nothing dynamic. Instead, awkward ""public"" 1:1 conversations, people talking over each other, never meeting anyone new and no way to catch up with some people in a more intimate setting.

Wonder is a new interaction paradigm that allows groups to interact virtually. 

Learn more here: https://handbook.wonder.me/",11-50,31.0,early growth,109K,2020.0,False,True,False,11.09,10,operational,2022-09-01 01:29:10,2020-08-26 08:31:23,885302.0,0,2022-05-03 12:31:22,4,109058,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Rejected
SPACEGOATS,company,SPACEGOATS helps small and mid size companies to conquer the European Amazon Marketplaces by sharing its international sales infrastructure.,11-50,20.0,early growth,29K,2019.0,False,False,False,0.0,,operational,2022-08-15 08:50:16,2020-07-27 15:28:24,888341.0,0,2020-07-28 04:25:30,2,29198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rejected
Datarade,company,"Datarade is building an easy-to-use e-commerce platform for datasets, enabling companies to easily set up a data shop and build a global data business - think ""Shopify for Data"".

We believe data can help solve the biggest challenges in business, science, and society - but why is it so difficult to shop for data online? We're on the mission to make it super easy for every company across the globe to buy and monetise data.

Looking for a new challenge? Join us: https://datara.de/careers",2-10,8.0,seed,184K,2018.0,False,False,False,1.11,1,operational,2022-08-14 11:16:31,2019-04-17 11:57:39,,1,2021-03-23 01:39:57,5,183735,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rejected
Dearemployee,company,"DearEmployee ist eine Corporate Health Plattform, die Unternehmen unterstützt, gesunde und motivierende Arbeitsbedingungen für ihre Mitarbeiter:innen zu schaffen. Über die Plattform können Unternehmen mit Hilfe psychischer Gefährdungsbeurteilungen fortlaufend und wissenschaftlich Belastungen am Arbeitsplatz messen und maßgeschneiderte Lösungen für Ihre Teams finden. Dazu gehören u.a. Teamworkshops, digitale Gesundheitsangebote und Führungskräftetrainings. Durch die passgenauen Maßnahmen lassen sich einfach und effektiv Gesundheitskosten reduzieren sowie die Mitarbeiterperformance und Arbeitgeberattraktivität steigern. DearEmployee ist insbesondere in der D-A-CH-Region vertreten und hat über 200 Kunden, darunter sind zahlreiche große und mittelständische Unternehmen wie die AXA und DEKRA.",11-50,14.0,early growth,5K,2017.0,False,False,False,0.0,,operational,2022-08-24 05:03:40,2019-06-17 12:19:58,,0,2022-05-24 11:01:55,3,4750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Watch/Hold/Reconsider
Top.Legal,company,"At top.legal we believe that a new era of contract process is dawning. After years of stagnation and frustration caused by inefficient contract workflows centered around paper and email trails, complicated legal language and constant friction between legal and sales the time is ripe for change.

We exist to create more valuable relationships. With our ai-powered contract software, we enable sales and legal to generate contracts 9-times faster and negotiate more valuable deals.

Our software allows sales managers and legal counsels to keep track of the contracting process at any time. We accompany your contracts from the first draft,  through internal and external negotiations, to electronic signature with subsequent analysis and evaluation. 

At top.legal we stand for innovation. With 50+ years of experience in professional services, we understand businesses from the inside. We have lived through the death valley of the contracting process several times over and have sworn to ourselves to make an end to this grueling experience. As a group of people that embrace technology, we found salvation in the application of web technologies and AI. We continue to live technology and strive for continuous development.",11-50,23.0,early growth,7K,2014.0,False,False,False,0.91,0.91,operational,2022-08-15 10:06:54,2020-03-27 14:20:01,474439.0,9,2022-03-07 08:42:05,3,6867,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Rejected
codary GmbH,company,"We're hiring: https://codary-gmbh.jobs.personio.de/

codary ist ein Berliner EdTech-Startup: Wir etablieren Programmieren als Nachmittagshobby für Kinder.

Unser Ziel ist es, möglichst vielen jungen Menschen die Programmier-Fähigkeiten beibringen zu können, die sie brauchen, um im 21. Jahrhundert erfolgreich zu sein. In wöchentlichen Online-Video-Kursen bringen codary’s Coaches Kindern zwischen 7 und 16 Jahren relevante Programmiersprachen wie Python spielerisch und anwendungsorientiert bei. Die digitalen Präsenzkurse werden durch codary’s Lernplattform und Lern-App unterstützt.",11-50,19.0,early growth,,2020.0,False,False,False,0.0,,operational,2022-09-13 10:58:44,2021-09-16 15:51:52,,7,2022-05-24 09:09:41,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Rejected
Risecollab,company,,,,,,,False,False,False,0.0,,operational,2022-09-14 06:23:49,2021-06-01 09:49:24,,0,2021-06-01 10:26:10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rejected
streamboost GmbH,company,"Wussten Sie schon, dass immer mehr Menschen, Livestreaming zu einem Teil ihres Lebens gemacht haben? 16.000.000.000 ist eine unglaublich große Anzahl an Stunden, die in 2020 auf der Live-Streaming Plattform Twitch weltweit genutzt wurden. Viele Unternehmen stellen sich nun die Frage: “Wie können wir genau diese Zielgruppen erreichen?“. Mit streamboost haben wir als erstes Unternehmen eine Plattform geschaffen, die genau das ermöglicht. streamboost eröffnet Ihrem Unternehmen schnell den Markt der Livestream Werbung. Durch unsere eigenentwickelte Software wird Ihr Content gezielt in die Live-Video tausender Influencer eingebunden und kann so nicht durch AdBlocker herausgefiltert werden. Ebenso können Sie verschiedene Livestreamer aktiv für Ihre Produkte werben lassen. Unser Fokus liegt darin, Ihre Werbebotschaft präzise der gewünschten Zielgruppen zu präsentieren, dabei werden Content und die Zuschauer jedes Streamers zielgenau mit der passenden Werbekampagne verbindet, um Ihre Werbewirkung zu maximieren. Mit streamboost können Sie aus einer Hand hunderte Streamer gleichzeitig bündeln, ohne jeden einzelnen zu analysieren und Verträge zu schließen. Ihre Werbebotschaften werden zu einem Teil tausender Livestreams und können authentisch und effektiv von den entsprechenden Zielgruppen gesehen werden. streamboost bietet Ihnen dabei ein umfassendes Analysetool, durch das Sie in Echtzeit jede Bewegung nachverfolgen und auswerten können.",2-10,7.0,seed,,2020.0,False,False,False,0.0,,operational,2022-09-06 10:31:45,2021-12-16 05:35:29,629498.0,0,2021-12-16 06:01:38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rejected
JUCR,company,"We are changing the way people charge their electric vehicles.
Don’t think about the process itself - just pick the right location and you’re ready to go!",11-50,18.0,early growth,27K,2020.0,False,False,False,0.0,,operational,2022-08-19 21:24:31,2021-09-22 13:22:45,42403.0,0,2021-10-14 10:21:11,1,27375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rejected
RechargeNow GmbH,company,,,,early growth,,2020.0,False,False,False,0.0,,operational,2022-05-19 19:35:52,2022-05-02 12:56:49,,0,2022-05-02 12:56:58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rejected
SMARTMARK GmbH,company,,,,early growth,,2020.0,False,False,False,0.0,,operational,2022-05-19 19:35:52,2022-05-02 12:56:50,,0,2022-05-02 12:57:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Rejected
Sprad,company,"We build AI software that helps companies to recruit better talent, faster and more affordable. Therefore we use the most important channel of most recruiting champions: employee referrals. They allow companies to fill up 60% of open vacancies much more efficiently. Also passively searching candidates can be reached. Our software enables all necessary processes for a successful employee referrals program. For instance, our AI can suggest perfect candidates to employees from their network. That makes it much easier and faster for the employee.",2-10,5.0,seed,39K,,False,False,False,0.0,,operational,2022-08-31 22:45:03,2020-09-02 18:50:50,490553.0,0,2020-09-02 20:04:20,1,39301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rejected
Edudoc,company,,,,,,,False,False,False,0.0,,operational,2022-05-19 17:49:58,2021-10-21 18:28:37,,0,2021-10-21 20:27:25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rejected
VAMOS.ai,company,,2-10,,seed,,2020.0,False,False,False,0.0,,operational,2022-08-19 12:19:52,2022-08-19 12:15:52,,0,2022-08-19 12:16:24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rejected
4billion,company,,,,early growth,0.3K,2018.0,False,False,False,0.0,,operational,2022-08-25 15:33:15,2020-02-18 14:06:20,,0,2020-02-19 00:03:03,3,268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rejected
eyelevel,company,,,,,,,False,False,False,0.0,,operational,2022-05-19 17:20:15,2021-08-07 07:41:46,,0,2021-08-07 07:41:48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rejected
Heytimi GmbH,service_provider,"HeyTimi Online Nachhilfe brings out the highest potential in students of all grades through it's state-of-the-art online tutoring platform. Our mission is to disrupt the out-of-school education market by making professional, high quality online tutoring efficient, accessible from anywhere and affordable for everyone. Our approx. 170 professional online tutors are currently teaching students all over the DACH region expanding quickly throughout Europe",,,seed,,2020.0,False,False,False,1.32,1.32,operational,2022-05-20 04:09:06,2021-10-12 13:39:16,,0,2022-05-07 09:12:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rejected
Horizer,company,"Horizer elevates the cleaner mobility experience for cities and car owners alike. It also provides extrinsic motivation, namely government subsidies, incentives, and rewards for compliance with ever-changing regulations. 

Horizer engages in the design, development, manufacture, and sale of solar modules, energy generation and storage systems compatible with any vehicle. 
As the vehicle became increasingly convenience features enabled, almost 30% of energy burned goes into the powering these features. Horizer turns any vehicle into a solar-powered hybrid electric vehicle, powering vehicle`s auxiliary energy usage by solar module.

Internal combustion engine (ICE) cars are polluting cities, and are under increasing regulatory pressure regarding emissions. Automobiles make the biggest dent into the environment by polluting with particles, ammonia and carbon oxides, as well as thermally. 

98% of the vehicles on the road are ICE powered, and that is 1 billion of ICE vehicles.

Horizer turns any vehicle into a solar-powered vehicle, reducing fuel consumption, cost and CO2 emissions by 30%.

Horizer transforms 98% of the market into cleaner vehicles with Energy of Things. Flexible thin-film solar panel, batteries, installation, the app that tracks everything energy-related and handles certification for 90% lower price than any other solution.

Benefits of Horizer Mobile and Solar Energy Solution:
• Convert Sunlight into Energy
• Add on Solar Foil and battery on ANY Vehicle 
• 300 locations in Europe for certified installation in less than 1 hour
• The app tracks everything energy-related and handles certificates from consumption to sharing
• Use Free and Movable Clean Energy
• 100% of your electric needs covered
• The system pays out itself in 12 months
• After 6 months you earn on not paying for gas, charging, government taxes and getting benefits
• Reduces your fuel bill by 30% 
• For 90% lower price than any other solution",2-10,5.0,seed,0.2K,2020.0,False,False,False,0.0,,operational,2022-08-31 13:18:45,2020-07-28 19:13:42,903540.0,0,2021-11-26 16:14:00,4,196,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,Rejected
